timestamp,cpu_percent,memory_percent,disk_percent,network_sent_mb,network_received_mb
2026-07-18T17:10:01.674315,17.6,84.6,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:10:01.674315,,,,,,,
2026-07-18T17:10:05.826560,10.1,84.8,94.6,214801.06,681845.56,567.48,1934.81
2026-07-18T17:10:05.826560,,,,,,,
2026-07-18T17:10:09.840691,11.0,84.8,94.6,0.0,439695.14,386.3,2872.23
2026-07-18T17:10:09.840691,,,,,,,
2026-07-18T17:10:13.930109,5.1,85.0,94.6,176023.36,795281.75,4417.52,3493.43
2026-07-18T17:10:13.930109,,,,,,,
2026-07-18T17:10:18.075706,2.7,85.0,94.6,145966.55,525280.97,3628.61,2385.21
2026-07-18T17:10:18.075706,,,,,,,
2026-07-18T17:10:21.979364,4.1,85.1,94.6,24217.99,291668.89,5814.91,1959.64
2026-07-18T17:10:21.979364,,,,,,,
2026-07-18T17:17:23.322329,27.7,85.9,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:17:23.322329,27.7,85.9,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:17:27.432816,8.7,85.9,94.6,916243.31,579020.92,88.08,72.02
2026-07-18T17:17:27.432816,8.7,85.9,94.6,916243.31,579020.92,88.08,72.02
2026-07-18T17:17:31.723828,5.5,85.8,94.6,1701503.37,293592.74,126.37,118.92
2026-07-18T17:17:31.723828,5.5,85.8,94.6,1701503.37,293592.74,126.37,118.92
2026-07-18T17:17:35.662396,6.2,85.8,94.6,33292.35,113402.08,128.78,107.95
2026-07-18T17:17:35.662396,6.2,85.8,94.6,33292.35,113402.08,128.78,107.95
2026-07-18T17:23:31.110331,8.7,87.2,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:23:31.110331,8.7,87.2,94.6,0.0,0.0,0.0,0.0
2026-07-18T17:23:35.220728,1.8,87.1,94.6,307025.55,522342.18,487.47,488.68
2026-07-18T17:23:35.220728,1.8,87.1,94.6,307025.55,522342.18,487.47,488.68
2026-07-18T17:23:39.368752,10.9,87.2,94.6,117706.83,570729.78,2075.34,4883.6
2026-07-18T17:23:39.368752,10.9,87.2,94.6,117706.83,570729.78,2075.34,4883.6
2026-07-18T17:23:43.397854,2.1,87.2,94.6,30483.75,265208.63,183.83,159.02
2026-07-18T17:23:43.397854,2.1,87.2,94.6,30483.75,265208.63,183.83,159.02
2026-07-18T17:23:47.684718,9.6,87.2,94.6,66975.01,443948.61,246.9,189.68
2026-07-18T17:23:47.684718,9.6,87.2,94.6,66975.01,443948.61,246.9,189.68
2026-07-19T03:56:25.099987,15.0,83.3,94.7,0.0,0.0,0.0,0.0
2026-07-19T03:56:32.560728,6.2,83.3,94.7,272452.97,174216.02,1209.31,1393.26
2026-07-19T03:56:39.963927,10.5,83.3,94.7,139925.47,140478.53,110.18,71.83
2026-07-19T04:00:03.253985,20.8,86.5,94.7,0.0,0.0,0.0,0.0
2026-07-19T04:00:11.018112,16.3,86.4,94.7,38507.15,169325.95,26757.37,12216.1
2026-07-19T04:00:18.504956,0.8,86.4,94.7,265405.48,339281.23,76191.85,11382.5
2026-07-19T04:12:54.143936,13.7,92.5,94.9,0.0,0.0,0.0,0.0
2026-07-19T04:13:01.536752,2.2,91.4,94.9,77666.04,238887.14,708.25,2168.61
2026-07-19T04:13:38.058546,25.0,93.3,94.9,0.0,0.0,0.0,0.0
2026-07-19T04:13:45.780957,5.8,93.2,94.9,189040.03,340139.4,3350.82,2061.67
2026-07-19T04:13:53.171197,11.3,93.1,94.9,272004.33,268263.06,864.95,1244.65
2026-07-19T04:14:00.659237,8.7,93.1,94.9,90292.59,159790.51,332.53,205.08
2026-07-19T04:14:08.166211,38.2,94.1,94.9,1040283.17,377714.97,2251.1,4156.22
2026-07-19T04:14:18.336979,14.7,93.1,94.9,1378755.8,577031.85,44753.34,3509.24
2026-07-19T04:14:28.637032,5.9,93.5,94.9,688318.54,808698.46,344230.26,7523.36
2026-07-19T04:14:38.735039,16.0,92.8,94.9,320570.64,297846.64,4148.11,3066.77
2026-07-19T04:14:48.628635,11.0,93.0,94.9,347027.4,274971.59,5032.15,4117.99
2026-07-19T04:14:57.574444,23.5,93.4,94.9,195301.33,296990.94,7014.21,2802.62
2026-07-19T04:15:07.605289,26.7,93.5,94.9,201717.08,238058.82,1379.92,1906.69
2026-07-19T04:15:15.054849,12.1,93.3,94.9,172017.71,299519.66,643.1,441.3
2026-07-19T04:15:22.429864,21.7,93.5,94.9,171615.46,223822.1,2966.1,3310.24
2026-07-19T04:18:32.563096,26.0,90.5,94.9,0.0,0.0,0.0,0.0
2026-07-19T04:18:40.116108,17.6,89.5,94.9,118112.1,193212.67,1023.45,695.77
2026-07-19T04:18:50.392660,14.3,89.5,94.9,139491.49,284112.44,1552.67,1490.81
2026-07-19T04:18:59.465954,16.7,89.8,94.9,9124293.46,511210.4,4570.17,5960.34
2026-07-19T04:19:09.394797,8.8,89.3,94.9,212602.3,244389.44,4347.81,1718.81
2026-07-19T04:19:19.411312,16.2,89.3,94.9,122274.76,257635.78,2837.66,1823.08
2026-07-19T04:19:29.269371,9.9,89.1,94.9,135854.75,143748.45,1965.92,1735.17
2026-07-19T04:19:39.235083,45.1,90.5,94.9,10758779.42,543637.28,651.62,231.42
2026-07-19T04:19:51.882622,35.9,91.8,94.9,3251362.03,958865.82,33871.68,8773.02
2026-07-19T04:20:03.095987,16.4,94.3,94.9,34627341.96,2660590.2,467640.36,39254.22
2026-07-19T04:20:13.571848,12.2,96.0,94.9,897623.65,2980294.13,413172.25,37438.53
2026-07-19T04:20:23.208479,19.4,95.5,94.9,276713.69,380282.16,19476.56,6680.19
2026-07-19T04:20:32.889659,9.5,94.9,94.9,65323.41,381141.44,18740.9,1703.37
2026-07-19T04:20:42.583808,20.9,94.4,94.9,460155.24,781952.11,27220.69,4826.18
